,KPI-total-investigations,KPI-total-audits,KPI-total-routine,KPI-total-prosecuted,KPI-total-penalized,KPI-total-warning,KPI-grade-5,KPI-grade-4,KPI-grade-3,KPI-grade-2,KPI-grade-1,KPI-grade-0,KPI-farmers-compliance,KPI-seasonal-farmers-compliance,KPI-NRAR-perceived-compliance,KPI-NRAR-surveillance-rate
1,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,441.0,44.1,,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,444.0,59.0,,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,444.0,66.45,,0.0
5,0.0,0.0,1.0,0.0,0.0,1.0,499.0,1.0,0.0,0.0,0.0,0.0,444.0,70.92,-400.0,0.2
6,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,445.0,73.93333333333334,100.0,0.2
7,0.0,0.0,1.0,0.0,0.0,1.0,498.0,2.0,0.0,0.0,0.0,0.0,444.0,76.05714285714285,-150.0,0.4
8,0.0,1.0,2.0,0.0,0.0,2.0,496.0,4.0,0.0,0.0,0.0,0.0,445.0,77.675,-100.0,1.0
9,0.0,1.0,2.0,0.0,0.0,2.0,494.0,6.0,0.0,0.0,0.0,0.0,447.0,78.97777777777777,-25.0,1.6
10,0.0,0.0,4.0,0.0,0.0,4.0,490.0,10.0,0.0,0.0,0.0,0.0,447.0,80.02,-66.66666666666667,2.4
11,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,447.0,80.87272727272727,100.0,2.4
12,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,444.0,81.53333333333335,100.0,2.4
13,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,444.0,82.09230769230768,100.0,2.4
14,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,444.0,82.57142857142857,100.0,2.4
15,0.0,0.0,1.0,0.0,0.0,1.0,489.0,11.0,0.0,0.0,0.0,0.0,444.0,82.98666666666666,61.53846153846154,2.6
16,0.0,1.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,445.0,83.3625,100.0,2.8
17,0.0,1.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,446.0,83.70588235294117,100.0,3.0
18,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,446.0,84.0111111111111,100.0,3.0
19,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,445.0,84.27368421052631,100.0,3.0
20,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,444.0,84.5,100.0,3.0
21,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,444.0,84.70476190476191,100.0,3.0
22,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,444.0,84.89090909090909,100.0,3.0
23,0.0,0.0,1.0,0.0,0.0,1.0,488.0,12.0,0.0,0.0,0.0,0.0,444.0,85.06086956521739,68.75,3.2
24,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,447.0,85.24166666666666,100.0,3.2
25,0.0,0.0,1.0,0.0,0.0,1.0,487.0,12.0,1.0,0.0,0.0,0.0,445.0,88.95,70.58823529411764,3.4
26,0.0,0.0,0.0,0.0,0.0,0.0,487.0,12.0,1.0,0.0,0.0,0.0,446.0,88.99166666666666,100.0,3.4
27,0.0,0.0,1.0,0.0,0.0,1.0,486.0,13.0,1.0,0.0,0.0,0.0,445.0,89.0,72.22222222222221,3.6
28,0.0,0.0,0.0,0.0,0.0,0.0,486.0,13.0,1.0,0.0,0.0,0.0,445.0,89.00833333333334,100.0,3.6
29,0.0,0.0,2.0,0.0,0.0,2.0,484.0,15.0,1.0,0.0,0.0,0.0,444.0,89.00833333333334,47.36842105263158,3.8
30,0.0,0.0,0.0,0.0,0.0,0.0,484.0,15.0,1.0,0.0,0.0,0.0,446.0,89.01666666666665,100.0,3.8
