,KPI-total-investigations,KPI-total-audits,KPI-total-routine,KPI-total-prosecuted,KPI-total-penalized,KPI-total-warning,KPI-grade-5,KPI-grade-4,KPI-grade-3,KPI-grade-2,KPI-grade-1,KPI-grade-0,KPI-farmers-compliance,KPI-seasonal-farmers-compliance,KPI-NRAR-perceived-compliance,KPI-NRAR-surveillance-rate
1,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,440.0,44.0,,0.0
3,0.0,0.0,1.0,0.0,0.0,1.0,499.0,1.0,0.0,0.0,0.0,0.0,442.0,58.8,-400.0,0.2
4,0.0,0.0,2.0,0.0,0.0,2.0,497.0,3.0,0.0,0.0,0.0,0.0,442.0,66.2,-233.33333333333334,0.6
5,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,443.0,70.68,100.0,0.6
6,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,443.0,73.66666666666666,100.0,0.6
7,0.0,0.0,2.0,0.0,0.0,2.0,495.0,5.0,0.0,0.0,0.0,0.0,442.0,75.77142857142857,-100.0,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,495.0,5.0,0.0,0.0,0.0,0.0,443.0,77.375,100.0,1.0
9,0.0,0.0,1.0,0.0,0.0,1.0,494.0,6.0,0.0,0.0,0.0,0.0,442.0,78.6,16.666666666666664,1.2
10,0.0,0.0,1.0,0.0,0.0,1.0,493.0,7.0,0.0,0.0,0.0,0.0,443.0,79.6,28.57142857142857,1.4
11,0.0,0.0,1.0,0.0,0.0,1.0,492.0,8.0,0.0,0.0,0.0,0.0,444.0,80.43636363636364,37.5,1.6
12,0.0,0.0,0.0,0.0,0.0,0.0,492.0,8.0,0.0,0.0,0.0,0.0,443.0,81.11666666666666,100.0,1.6
13,0.0,0.0,0.0,0.0,0.0,0.0,492.0,8.0,0.0,0.0,0.0,0.0,442.0,81.67692307692307,100.0,1.6
14,0.0,0.0,1.0,0.0,0.0,1.0,491.0,9.0,0.0,0.0,0.0,0.0,442.0,82.15714285714286,44.44444444444444,1.8
15,0.0,0.0,1.0,0.0,0.0,1.0,490.0,10.0,0.0,0.0,0.0,0.0,444.0,82.6,50.0,2.0
16,0.0,0.0,1.0,0.0,0.0,1.0,489.0,11.0,0.0,0.0,0.0,0.0,443.0,82.975,54.54545454545454,2.2
17,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,444.0,83.31764705882352,100.0,2.2
18,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,443.0,83.61111111111111,100.0,2.2
19,0.0,0.0,1.0,0.0,0.0,1.0,488.0,12.0,0.0,0.0,0.0,0.0,442.0,83.86315789473684,58.33333333333333,2.4
20,0.0,1.0,1.0,0.0,0.0,1.0,487.0,13.0,0.0,0.0,0.0,0.0,444.0,84.11,64.28571428571428,2.8
21,0.0,0.0,0.0,0.0,0.0,0.0,487.0,13.0,0.0,0.0,0.0,0.0,444.0,84.33333333333334,100.0,2.8
22,0.0,0.0,0.0,0.0,0.0,0.0,487.0,13.0,0.0,0.0,0.0,0.0,443.0,84.52727272727272,100.0,2.8
23,0.0,0.0,0.0,0.0,0.0,0.0,487.0,13.0,0.0,0.0,0.0,0.0,442.0,84.69565217391305,100.0,2.8
24,0.0,1.0,0.0,0.0,0.0,0.0,487.0,13.0,0.0,0.0,0.0,0.0,442.0,84.85,100.0,3.0
25,0.0,0.0,1.0,0.0,0.0,1.0,486.0,14.0,0.0,0.0,0.0,0.0,442.0,88.53333333333335,68.75,3.2
26,0.0,0.0,0.0,0.0,0.0,0.0,486.0,14.0,0.0,0.0,0.0,0.0,442.0,88.55,100.0,3.2
27,0.0,0.0,2.0,0.0,0.0,2.0,484.0,16.0,0.0,0.0,0.0,0.0,442.0,88.55,41.17647058823529,3.4
28,0.0,0.0,1.0,0.0,0.0,1.0,483.0,17.0,0.0,0.0,0.0,0.0,445.0,88.575,68.75,3.2
29,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,443.0,88.575,100.0,3.2
30,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.56666666666666,100.0,3.2
31,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.56666666666666,100.0,2.8
32,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.55833333333334,100.0,2.8
33,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.55833333333334,100.0,2.8
34,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.55,100.0,2.6
35,0.0,0.0,0.0,0.0,0.0,0.0,483.0,17.0,0.0,0.0,0.0,0.0,442.0,88.53333333333335,100.0,2.4
36,0.0,0.0,1.0,0.0,0.0,1.0,482.0,18.0,0.0,0.0,0.0,0.0,442.0,88.525,61.53846153846154,2.6
37,0.0,0.0,0.0,0.0,0.0,0.0,482.0,18.0,0.0,0.0,0.0,0.0,444.0,88.54166666666666,100.0,2.6
38,0.0,0.0,0.0,0.0,0.0,0.0,482.0,18.0,0.0,0.0,0.0,0.0,443.0,88.55,100.0,2.4
39,0.0,1.0,0.0,0.0,1.0,0.0,482.0,17.0,1.0,0.0,0.0,0.0,442.0,88.53333333333335,58.33333333333333,2.4
40,0.0,0.0,0.0,0.0,0.0,0.0,482.0,17.0,1.0,0.0,0.0,0.0,444.0,88.54166666666666,100.0,2.2
41,0.0,0.0,1.0,0.0,0.0,1.0,481.0,18.0,1.0,0.0,0.0,0.0,443.0,88.53333333333335,58.33333333333333,2.4
42,0.0,0.0,1.0,0.0,0.0,1.0,480.0,19.0,1.0,0.0,0.0,0.0,442.0,88.525,61.53846153846154,2.6
43,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,1.0,0.0,0.0,0.0,442.0,88.525,100.0,2.4
44,0.0,1.0,0.0,0.0,1.0,0.0,480.0,19.0,0.0,1.0,0.0,0.0,442.0,88.50833333333334,54.54545454545454,2.2
45,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,1.0,0.0,0.0,444.0,88.50833333333334,100.0,2.2
46,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,1.0,0.0,0.0,443.0,88.50833333333334,100.0,2.2
47,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,1.0,0.0,0.0,442.0,88.50833333333334,100.0,2.2
48,0.0,1.0,0.0,0.0,1.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,442.0,88.50833333333334,54.54545454545454,2.2
49,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,444.0,88.525,100.0,2.0
50,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,443.0,88.53333333333335,100.0,2.0
51,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,442.0,88.53333333333335,100.0,1.6
52,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,442.0,88.50833333333334,100.0,1.4
53,0.0,0.0,1.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,442.0,88.5,100.0,1.6
54,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,444.0,88.51666666666665,100.0,1.6
55,0.0,0.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,443.0,88.525,100.0,1.6
56,1.0,1.0,0.0,0.0,0.0,0.0,480.0,19.0,0.0,0.0,0.0,1.0,442.0,88.525,100.0,1.8
57,1.0,0.0,1.0,0.0,0.0,1.0,479.0,20.0,0.0,0.0,0.0,1.0,444.0,88.54166666666666,50.0,2.0
58,1.0,0.0,0.0,0.0,0.0,0.0,479.0,20.0,0.0,0.0,0.0,1.0,444.0,88.55833333333334,100.0,2.0
59,1.0,0.0,1.0,0.0,0.0,1.0,478.0,21.0,0.0,0.0,0.0,1.0,444.0,88.575,54.54545454545454,2.2
60,1.0,0.0,0.0,0.0,0.0,0.0,478.0,21.0,0.0,0.0,0.0,1.0,445.0,88.6,100.0,2.0
61,1.0,0.0,3.0,0.0,0.0,3.0,475.0,23.0,1.0,0.0,0.0,1.0,445.0,88.60833333333335,-15.384615384615374,2.6
62,1.0,0.0,0.0,0.0,0.0,0.0,475.0,23.0,1.0,0.0,0.0,1.0,447.0,88.64166666666665,100.0,2.6
63,1.0,0.0,0.0,0.0,0.0,0.0,475.0,23.0,1.0,0.0,0.0,1.0,447.0,88.68333333333334,100.0,2.4
64,1.0,0.0,0.0,0.0,0.0,0.0,475.0,23.0,1.0,0.0,0.0,1.0,444.0,88.68333333333334,100.0,2.4
65,1.0,0.0,1.0,0.0,0.0,1.0,474.0,24.0,1.0,0.0,0.0,1.0,444.0,88.69166666666666,58.33333333333333,2.4
66,1.0,0.0,0.0,0.0,0.0,0.0,474.0,24.0,1.0,0.0,0.0,1.0,444.0,88.70833333333334,100.0,2.2
67,1.0,0.0,1.0,0.0,0.0,1.0,473.0,25.0,1.0,0.0,0.0,1.0,444.0,88.725,58.33333333333333,2.4
68,1.0,0.0,0.0,0.0,0.0,0.0,473.0,25.0,1.0,0.0,0.0,1.0,444.0,88.74166666666666,100.0,2.2
