,KPI-total-investigations,KPI-total-audits,KPI-total-routine,KPI-total-prosecuted,KPI-total-penalized,KPI-total-warning,KPI-grade-5,KPI-grade-4,KPI-grade-3,KPI-grade-2,KPI-grade-1,KPI-grade-0,KPI-farmers-compliance,KPI-seasonal-farmers-compliance,KPI-NRAR-perceived-compliance,KPI-NRAR-surveillance-rate
1,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,446.0,44.6,,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,447.0,59.53333333333334,,0.0
4,0.0,0.0,1.0,0.0,0.0,1.0,499.0,1.0,0.0,0.0,0.0,0.0,447.0,67.0,-400.0,0.2
5,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,447.0,71.48,100.0,0.2
6,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,447.0,74.46666666666665,100.0,0.2
7,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,447.0,76.6,100.0,0.2
8,0.0,0.0,1.0,0.0,0.0,1.0,498.0,2.0,0.0,0.0,0.0,0.0,447.0,78.2,-150.0,0.4
9,0.0,0.0,0.0,0.0,0.0,0.0,498.0,2.0,0.0,0.0,0.0,0.0,447.0,79.44444444444446,100.0,0.4
10,0.0,0.0,0.0,0.0,0.0,0.0,498.0,2.0,0.0,0.0,0.0,0.0,447.0,80.44,100.0,0.4
11,0.0,0.0,0.0,0.0,0.0,0.0,498.0,2.0,0.0,0.0,0.0,0.0,447.0,81.25454545454545,100.0,0.4
12,0.0,0.0,1.0,0.0,0.0,1.0,497.0,3.0,0.0,0.0,0.0,0.0,447.0,81.93333333333334,-66.66666666666667,0.6
13,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,447.0,82.50769230769231,100.0,0.6
14,0.0,0.0,3.0,0.0,0.0,3.0,494.0,6.0,0.0,0.0,0.0,0.0,447.0,83.0,-150.0,1.2
15,0.0,0.0,1.0,0.0,0.0,1.0,493.0,7.0,0.0,0.0,0.0,0.0,447.0,83.42666666666668,28.57142857142857,1.4
16,0.0,0.0,0.0,0.0,0.0,0.0,493.0,7.0,0.0,0.0,0.0,0.0,448.0,83.8125,100.0,1.4
17,0.0,0.0,1.0,0.0,0.0,1.0,492.0,8.0,0.0,0.0,0.0,0.0,447.0,84.14117647058823,37.5,1.6
18,0.0,0.0,0.0,0.0,0.0,0.0,492.0,8.0,0.0,0.0,0.0,0.0,447.0,84.43333333333334,100.0,1.6
19,0.0,0.0,1.0,0.0,0.0,1.0,491.0,9.0,0.0,0.0,0.0,0.0,447.0,84.69473684210527,44.44444444444444,1.8
20,0.0,0.0,1.0,0.0,0.0,1.0,490.0,10.0,0.0,0.0,0.0,0.0,447.0,84.93,50.0,2.0
21,0.0,0.0,1.0,0.0,0.0,1.0,489.0,11.0,0.0,0.0,0.0,0.0,448.0,85.15238095238095,54.54545454545454,2.2
22,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,448.0,85.35454545454546,100.0,2.2
23,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,448.0,85.5391304347826,100.0,2.2
24,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,85.7,100.0,2.2
25,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.425,100.0,2.2
26,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.2
27,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.2
28,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.0
29,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.0
30,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.0
31,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,447.0,89.43333333333334,100.0,2.0
32,0.0,1.0,1.0,0.0,0.0,1.0,488.0,11.0,1.0,0.0,0.0,0.0,447.0,89.43333333333334,54.54545454545454,2.2
33,0.0,0.0,0.0,0.0,0.0,0.0,488.0,11.0,1.0,0.0,0.0,0.0,448.0,89.44166666666666,100.0,2.2
34,0.0,0.0,0.0,0.0,0.0,0.0,488.0,11.0,1.0,0.0,0.0,0.0,448.0,89.45,100.0,2.2
35,0.0,0.0,0.0,0.0,0.0,0.0,488.0,11.0,1.0,0.0,0.0,0.0,447.0,89.45,100.0,2.2
36,0.0,0.0,1.0,0.0,0.0,1.0,487.0,12.0,1.0,0.0,0.0,0.0,447.0,89.45,54.54545454545454,2.2
37,0.0,0.0,1.0,0.0,0.0,1.0,486.0,13.0,1.0,0.0,0.0,0.0,447.0,89.45,58.33333333333333,2.4
38,0.0,0.0,0.0,0.0,0.0,0.0,486.0,13.0,1.0,0.0,0.0,0.0,448.0,89.45833333333334,100.0,1.8
