,KPI-total-investigations,KPI-total-audits,KPI-total-routine,KPI-total-prosecuted,KPI-total-penalized,KPI-total-warning,KPI-grade-5,KPI-grade-4,KPI-grade-3,KPI-grade-2,KPI-grade-1,KPI-grade-0,KPI-farmers-compliance,KPI-seasonal-farmers-compliance,KPI-NRAR-perceived-compliance,KPI-NRAR-surveillance-rate
1,0.0,0.0,1.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2
2,0.0,0.0,1.0,0.0,0.0,1.0,498.0,2.0,0.0,0.0,0.0,0.0,450.0,45.0,-150.0,0.4
3,0.0,0.0,0.0,0.0,0.0,0.0,498.0,2.0,0.0,0.0,0.0,0.0,451.0,60.06666666666666,100.0,0.4
4,0.0,0.0,2.0,0.0,0.0,1.0,497.0,3.0,0.0,0.0,0.0,0.0,451.0,67.6,-25.0,0.8
5,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,452.0,72.16,100.0,0.8
6,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,451.0,75.16666666666666,100.0,0.8
7,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,451.0,77.31428571428572,100.0,0.8
8,0.0,1.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,451.0,78.925,100.0,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,497.0,3.0,0.0,0.0,0.0,0.0,451.0,80.17777777777778,100.0,1.0
10,0.0,0.0,1.0,0.0,0.0,1.0,496.0,4.0,0.0,0.0,0.0,0.0,451.0,81.18,16.666666666666664,1.2
11,0.0,0.0,1.0,0.0,0.0,1.0,495.0,5.0,0.0,0.0,0.0,0.0,451.0,82.0,28.57142857142857,1.4
12,0.0,0.0,1.0,0.0,0.0,1.0,494.0,6.0,0.0,0.0,0.0,0.0,451.0,82.68333333333334,37.5,1.6
13,0.0,0.0,0.0,0.0,0.0,0.0,494.0,6.0,0.0,0.0,0.0,0.0,451.0,83.26153846153846,100.0,1.6
14,0.0,0.0,0.0,0.0,0.0,0.0,494.0,6.0,0.0,0.0,0.0,0.0,451.0,83.75714285714285,100.0,1.6
15,0.0,0.0,1.0,0.0,0.0,1.0,493.0,7.0,0.0,0.0,0.0,0.0,451.0,84.18666666666667,44.44444444444444,1.8
16,0.0,0.0,0.0,0.0,0.0,0.0,493.0,7.0,0.0,0.0,0.0,0.0,453.0,84.5875,100.0,1.8
17,0.0,0.0,2.0,0.0,0.0,2.0,491.0,9.0,0.0,0.0,0.0,0.0,451.0,84.91764705882352,9.090909090909093,2.2
18,0.0,0.0,1.0,0.0,0.0,1.0,490.0,10.0,0.0,0.0,0.0,0.0,451.0,85.21111111111111,58.33333333333333,2.4
19,0.0,1.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,451.0,85.4736842105263,100.0,2.6
20,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,451.0,85.71,100.0,2.6
21,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,0.0,0.0,0.0,0.0,451.0,85.92380952380951,100.0,2.6
22,0.0,0.0,1.0,0.0,0.0,1.0,489.0,11.0,0.0,0.0,0.0,0.0,451.0,86.11818181818181,64.28571428571428,2.8
23,0.0,0.0,0.0,0.0,0.0,0.0,489.0,11.0,0.0,0.0,0.0,0.0,451.0,86.29565217391304,100.0,2.8
24,0.0,0.0,1.0,0.0,0.0,1.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,86.45833333333334,66.66666666666667,3.0
25,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.21666666666665,100.0,2.8
26,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.225,100.0,2.6
27,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.225,100.0,2.6
28,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.225,100.0,2.2
29,0.0,0.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.21666666666665,100.0,2.2
30,0.0,1.0,0.0,0.0,0.0,0.0,488.0,12.0,0.0,0.0,0.0,0.0,451.0,90.21666666666665,100.0,2.4
31,0.0,0.0,1.0,0.0,0.0,1.0,487.0,13.0,0.0,0.0,0.0,0.0,451.0,90.21666666666665,61.53846153846154,2.6
32,0.0,0.0,1.0,0.0,0.0,1.0,486.0,13.0,1.0,0.0,0.0,0.0,452.0,90.225,61.53846153846154,2.6
33,0.0,1.0,0.0,0.0,0.0,0.0,486.0,13.0,1.0,0.0,0.0,0.0,452.0,90.23333333333335,100.0,2.8
34,0.0,0.0,0.0,0.0,0.0,0.0,486.0,13.0,1.0,0.0,0.0,0.0,452.0,90.24166666666666,100.0,2.6
35,0.0,0.0,0.0,0.0,0.0,0.0,486.0,13.0,1.0,0.0,0.0,0.0,452.0,90.25,100.0,2.4
36,0.0,0.0,2.0,0.0,0.0,2.0,484.0,14.0,2.0,0.0,0.0,0.0,451.0,90.25,23.076923076923084,2.6
37,0.0,0.0,0.0,0.0,0.0,0.0,484.0,14.0,2.0,0.0,0.0,0.0,453.0,90.26666666666665,100.0,2.6
38,0.0,0.0,1.0,0.0,0.0,1.0,483.0,15.0,2.0,0.0,0.0,0.0,453.0,90.28333333333335,64.28571428571428,2.8
39,0.0,0.0,0.0,0.0,0.0,0.0,483.0,15.0,2.0,0.0,0.0,0.0,452.0,90.29166666666666,100.0,2.6
40,0.0,0.0,0.0,0.0,0.0,0.0,483.0,15.0,2.0,0.0,0.0,0.0,451.0,90.275,100.0,2.6
41,0.0,0.0,0.0,0.0,0.0,0.0,483.0,15.0,2.0,0.0,0.0,0.0,451.0,90.275,100.0,2.2
42,0.0,0.0,0.0,0.0,0.0,0.0,483.0,15.0,2.0,0.0,0.0,0.0,451.0,90.275,100.0,2.0
43,0.0,0.0,1.0,0.0,0.0,1.0,482.0,15.0,3.0,0.0,0.0,0.0,451.0,90.275,50.0,2.0
44,0.0,0.0,1.0,0.0,0.0,1.0,481.0,16.0,3.0,0.0,0.0,0.0,452.0,90.28333333333335,54.54545454545454,2.2
